SK_ID_CURR,TARGET,INCOME_TOTAL,CREDIT,ANNUITY,GOODS_PRICE,INCOME_TYPE,HOUR_APPR,ORGANIZATION_TYPE
338622,0,90000,135000,6750,135000,State servant,5,School
338623,0,112500,679500,17923.5,679500,Working,16,School
338624,0,90000,248760,25618.5,225000,Pensioner,10,XNA
338625,0,94500,225000,12334.5,225000,Working,12,Business Entity Type 3
338626,1,225000,550980,40221,450000,Pensioner,11,XNA
338627,0,28800,143910,15241.5,135000,Pensioner,9,XNA
338629,0,396000,760500,41386.5,760500,Pensioner,8,XNA
338630,0,108000,755190,29947.5,675000,Pensioner,13,XNA
338631,1,225000,640080,31261.5,450000,State servant,7,Other
338632,0,112500,211500,19903.5,211500,Working,16,Mobile
338633,0,225000,265536,13684.5,180000,Working,10,Industry: type 3
338634,0,360000,1471608,52987.5,1215000,State servant,17,Industry: type 5
338635,0,112500,180000,9000,180000,Working,15,Restaurant
338637,1,94500,808650,26086.5,675000,Working,10,Medicine
338638,0,112500,450000,22018.5,450000,Working,17,Business Entity Type 3
338639,1,117000,491823,26811,373500,Pensioner,10,XNA
338640,0,179100,722394,28120.5,603000,Commercial associate,14,Business Entity Type 3
338641,0,112500,420718.5,25420.5,319500,Working,17,Business Entity Type 3
338643,0,99000,229230,24201,202500,Working,14,Other
338644,0,135000,755190,38686.5,675000,Commercial associate,9,Business Entity Type 3
338645,0,144000,215640,16816.5,180000,Commercial associate,17,Business Entity Type 3
338646,0,112500,521280,27423,450000,Working,11,Security
338647,0,225000,742500,26302.5,742500,Working,9,Other
338648,0,90000,180000,13455,180000,Working,15,Other
338649,0,135000,797557.5,26487,688500,State servant,14,Other
338650,0,112500,180000,9000,180000,State servant,12,School
338651,0,112500,286704,20992.5,247500,Working,13,Business Entity Type 3
338652,0,54000,76410,7573.5,67500,Working,11,Business Entity Type 3
338653,0,90000,187704,13729.5,148500,Commercial associate,12,Industry: type 1
338654,1,81000,325908,17194.5,247500,Working,9,Business Entity Type 3
338655,0,157500,945000,30483,945000,Pensioner,15,XNA
338656,0,202500,490005,26712,423000,Commercial associate,13,Industry: type 1
338657,0,126000,254700,18531,225000,Working,10,Industry: type 9
338658,0,270000,1166724,34245,913500,Commercial associate,10,Security Ministries
338659,0,220500,576837,18738,481500,Commercial associate,16,Other
338660,0,225000,1215000,36967.5,1215000,Commercial associate,14,Business Entity Type 3
338661,0,180000,1381113,36562.5,1206000,Commercial associate,12,Trade: type 7
338662,0,135000,405000,20250,405000,Commercial associate,15,Business Entity Type 3
338663,0,135000,364032,26617.5,288000,Working,9,Government
338664,0,112500,1078200,31653,900000,Working,7,School
338665,0,90000,518562,24160.5,463500,Working,14,Transport: type 4
338666,0,76500,247500,12375,247500,Working,12,Other
338667,0,121500,595903.5,22212,481500,Working,16,Kindergarten
338668,0,112500,270000,13500,270000,Working,12,Legal Services
338670,0,270000,450000,53536.5,450000,Commercial associate,18,Business Entity Type 2
338672,0,243000,294322.5,9531,243000,Pensioner,14,XNA
338673,0,81000,1118286,32827.5,976500,Commercial associate,14,Medicine
338674,0,74250,265851,9981,229500,Pensioner,15,XNA
338677,0,126000,377370,34740,315000,Working,13,Services
338678,0,112500,295776,21654,234000,Working,6,Business Entity Type 3
338679,0,112500,178290,10363.5,157500,Working,15,Trade: type 7
338680,0,180000,239850,25317,225000,Working,10,Self-employed
338681,1,90000,343800,16852.5,225000,Working,13,Industry: type 3
338682,0,157500,454500,18508.5,454500,Working,14,Self-employed
338683,0,112500,314100,16033.5,225000,Commercial associate,16,Business Entity Type 3
338684,0,180000,592560,26230.5,450000,Working,11,Services
338685,0,112500,270000,21775.5,270000,Working,6,Business Entity Type 2
338686,0,180000,270000,13500,270000,Commercial associate,15,Industry: type 11
338687,0,270000,1165536,65214,1080000,State servant,16,Business Entity Type 2
338688,0,202500,2013840,53253,1800000,Working,8,Business Entity Type 3
338689,0,180000,729792,35239.5,630000,Working,13,Business Entity Type 3
338691,0,112500,99504,11808,90000,Working,12,Transport: type 2
338692,0,112500,675000,24376.5,675000,Commercial associate,14,Industry: type 1
338693,0,157500,239850,23850,225000,Pensioner,12,XNA
338694,0,135000,1024740,43546.5,900000,Commercial associate,20,Self-employed
338695,0,112500,545040,25537.5,450000,Working,11,Self-employed
338697,0,180000,685386,43803,585000,Commercial associate,13,Business Entity Type 3
338698,1,157500,900000,38263.5,900000,Working,14,School
338699,1,121500,1125000,37174.5,1125000,State servant,14,Kindergarten
338700,0,157500,1255680,41499,1125000,Commercial associate,12,Trade: type 7
338701,0,202500,1130760,40189.5,810000,Commercial associate,12,Self-employed
338704,0,135000,297000,23809.5,297000,Working,13,Medicine
338705,0,157500,954864,28048.5,684000,Working,13,Business Entity Type 3
338706,0,112500,276277.5,21825,238500,Working,11,Agriculture
338707,0,117000,194922,13693.5,157500,Pensioner,13,XNA
338708,0,225000,1056447,31018.5,922500,Working,15,Kindergarten
338710,0,360000,701730,71905.5,675000,Commercial associate,10,Business Entity Type 3
338711,1,90000,584766,28260,472500,Commercial associate,14,Self-employed
338712,0,324000,1035000,30262.5,1035000,Working,2,Business Entity Type 3
338713,0,90000,585000,17104.5,585000,Commercial associate,12,Business Entity Type 3
338714,0,90000,755190,35122.5,675000,Working,10,Self-employed
338715,0,157500,1006920,40063.5,900000,Working,12,Business Entity Type 3
338716,0,144000,180000,9000,180000,Working,14,Trade: type 3
338717,0,153000,254700,24939,225000,State servant,15,Police
338718,0,135000,1164667.5,34182,1017000,Pensioner,12,XNA
338720,0,180000,900000,38133,900000,Commercial associate,14,Business Entity Type 3
338721,0,48150,544491,15732,454500,Pensioner,16,XNA
338722,0,180000,1125000,29808,1125000,Working,18,Business Entity Type 3
338723,0,135000,544491,17694,454500,Working,6,Business Entity Type 2
338724,0,193500,579942,45949.5,495000,State servant,18,Police
338726,0,180000,573408,31234.5,495000,Working,15,Industry: type 7
338728,1,135000,592560,31153.5,450000,Working,12,Business Entity Type 2
338729,0,58500,450000,23107.5,450000,Working,14,Postal
338730,0,112500,135000,14454,135000,Commercial associate,12,Realtor
338731,0,126000,247275,19417.5,225000,Working,12,Self-employed
338733,0,270000,254700,25321.5,225000,Working,17,Electricity
338734,0,211500,673875,32548.5,544500,Working,9,Housing
338735,0,90000,728460,73651.5,675000,Working,13,Self-employed
338736,0,67500,242595,11668.5,202500,Working,13,Business Entity Type 3
338737,0,202500,270000,13500,270000,Working,7,Business Entity Type 3
338738,0,67500,143910,13653,135000,Pensioner,10,XNA
338739,0,148500,533668.5,23638.5,477000,Pensioner,13,XNA
338740,0,90000,180000,9000,180000,Commercial associate,11,Business Entity Type 3
338741,0,315000,808650,29839.5,675000,State servant,11,School
338742,0,135000,835380,31950,675000,Commercial associate,15,Business Entity Type 3
338743,0,315000,522000,29146.5,522000,Commercial associate,10,Self-employed
338744,0,112500,270000,13261.5,270000,Working,9,Other
338745,0,135000,694773,29565,621000,Working,10,Trade: type 7
338746,0,180000,1546020,42642,1350000,State servant,9,Business Entity Type 3
338747,0,337500,1303812,38250,1138500,Pensioner,13,XNA
338748,0,135000,354276,16645.5,292500,Commercial associate,6,Business Entity Type 3
338750,0,153000,526491,26878.5,454500,Working,6,Self-employed
338751,0,81000,269550,21739.5,225000,State servant,6,School
338752,0,157500,604152,22387.5,540000,Working,9,Other
338753,0,135000,552555,19975.5,477000,Working,13,School
338754,0,135000,1024740,52452,900000,Commercial associate,8,Medicine
338755,0,270000,203760,22072.5,180000,Working,11,Business Entity Type 3
338756,1,211500,942300,30528,675000,Working,10,Self-employed
338757,0,54000,135000,13149,135000,Pensioner,12,XNA
338758,0,202500,1436850,42012,1125000,Commercial associate,10,Trade: type 7
338759,0,81000,247500,12375,247500,Working,11,Government
338760,0,81000,225000,11074.5,225000,Working,10,Self-employed
338761,0,216000,508495.5,24592.5,454500,Pensioner,11,XNA
338762,0,121500,202500,10125,202500,Working,14,Medicine
338763,0,74313,450000,16677,450000,State servant,9,Postal
338764,0,121500,148365,11781,135000,Working,9,Business Entity Type 3
338765,0,810000,1725120,45639,1440000,Commercial associate,14,Business Entity Type 1
338766,0,117000,521280,41062.5,450000,State servant,15,School
338767,0,157500,269550,19300.5,225000,Pensioner,14,XNA
338768,0,81000,283500,29178,283500,Pensioner,16,XNA
338769,0,270000,1024740,49428,900000,Commercial associate,10,Construction
338770,0,157500,485640,44671.5,450000,Commercial associate,9,Industry: type 1
338771,0,112500,208512,21496.5,180000,Commercial associate,16,Business Entity Type 3
338772,0,157500,1451047.5,60012,1354500,Commercial associate,9,Business Entity Type 3
338775,0,112500,225000,10039.5,225000,Working,12,Medicine
338776,0,180000,560664,16195.5,468000,Pensioner,6,XNA
338777,0,225000,675000,33750,675000,Working,17,Electricity
338778,1,90000,292500,23238,292500,Working,11,Business Entity Type 3
338779,0,112500,450000,22018.5,450000,Working,7,Self-employed
338780,0,135000,1006920,40063.5,900000,Pensioner,13,XNA
338781,0,126000,254700,15709.5,225000,Pensioner,6,XNA
338782,0,126000,675000,36774,675000,Working,13,University
338783,0,94500,254700,27558,225000,Working,11,Military
338785,0,90000,135000,8919,135000,Working,17,Business Entity Type 3
338786,0,175500,1086889.5,46179,922500,Pensioner,11,XNA
338787,0,90000,1288350,37669.5,1125000,Working,12,Medicine
338788,0,225000,1350000,54985.5,1350000,Pensioner,16,XNA
338790,0,279000,225000,19242,225000,Working,14,Electricity
338791,0,157500,472500,22860,472500,Commercial associate,13,Business Entity Type 3
338793,0,202500,752742,40234.5,697500,Pensioner,14,XNA
338794,0,90000,1125000,33025.5,1125000,State servant,10,Other
338795,0,126000,80865,5881.5,67500,Commercial associate,17,Business Entity Type 1
338796,0,157500,832500,29493,832500,Working,12,Trade: type 7
338797,0,90000,536917.5,25960.5,463500,Working,13,Self-employed
338798,0,42750,547344,19791,472500,Pensioner,13,XNA
338799,0,108000,251280,11196,180000,Working,11,Industry: type 3
338800,0,90000,675000,43267.5,675000,Working,11,Business Entity Type 2
338801,0,67500,675000,21906,675000,Pensioner,9,XNA
338802,0,69300,130365,6786,99000,Pensioner,10,XNA
338803,0,90000,294322.5,17023.5,243000,Commercial associate,15,Hotel
338805,0,315000,900000,46084.5,900000,Working,11,Business Entity Type 1
338806,0,99000,346500,12573,346500,Pensioner,10,XNA
338807,0,72558,313438.5,16357.5,283500,Working,7,Transport: type 4
338809,0,225000,519637.5,34866,490500,Working,12,Other
338810,0,81000,314055,16573.5,238500,Working,10,Self-employed
338811,0,157500,450000,22500,450000,Pensioner,11,Trade: type 7
338812,0,81000,76410,7956,67500,Commercial associate,10,Self-employed
338813,0,135000,497520,59175,450000,Working,11,Postal
338814,1,157500,225000,8613,225000,Pensioner,10,XNA
338815,0,90000,202500,10125,202500,Working,6,Self-employed
338816,0,90000,508495.5,22527,454500,Working,11,Business Entity Type 3
338817,0,189000,1125000,32895,1125000,State servant,14,School
338818,0,112500,280170,30303,247500,Working,15,Services
338819,0,180000,615109.5,27225,531000,Pensioner,12,XNA
338820,0,90000,545040,25537.5,450000,Commercial associate,15,Business Entity Type 2
338821,1,135000,562500,27189,562500,Working,16,Business Entity Type 3
338823,0,135000,981000,28683,981000,Pensioner,9,XNA
338825,0,216000,679500,28917,679500,Pensioner,16,XNA
338826,0,81000,675000,26284.5,675000,Working,10,Other
338827,0,450000,900000,31887,900000,Commercial associate,19,Business Entity Type 2
338828,0,517500,1214100,67923,1125000,Working,14,Self-employed
338829,1,180000,562981.5,20218.5,486000,Working,12,Business Entity Type 1
338830,1,225000,545040,26509.5,450000,Commercial associate,12,Transport: type 3
338831,0,135000,291384,34708.5,270000,Working,9,Government
338832,0,360000,1436850,46480.5,1125000,Commercial associate,10,Business Entity Type 3
338834,0,202500,772686,20511,553500,Commercial associate,11,Other
338835,1,202500,157500,7875,157500,Working,16,Construction
338837,0,135000,339948,23787,315000,Pensioner,9,XNA
338838,0,121500,625356,18049.5,522000,Commercial associate,12,Business Entity Type 3
338839,0,225000,1971072,62019,1800000,Working,11,Trade: type 7
338841,0,67500,382500,18733.5,382500,Working,10,Transport: type 4
338844,0,112500,808650,31464,675000,Pensioner,6,XNA
338845,0,90000,283419,10309.5,234000,Working,15,Business Entity Type 3
338846,0,135000,490495.5,46701,454500,Working,15,Business Entity Type 3
338848,1,211500,948816,27873,792000,Commercial associate,11,Self-employed
338850,0,87750,675000,21906,675000,Working,10,Transport: type 4
338851,0,450000,675000,32472,675000,Commercial associate,11,Electricity
338852,0,409500,1258650,53455.5,1125000,State servant,11,Military
338853,0,135000,269550,12001.5,225000,Pensioner,10,XNA
338854,0,90000,180000,9000,180000,Working,11,Advertising
338855,0,405000,221031,12118.5,184500,Commercial associate,9,Business Entity Type 3
338856,0,96228,455040,12510,360000,Commercial associate,17,Business Entity Type 3
338858,1,180000,1042560,34587,900000,Commercial associate,11,Telecom
338859,0,57150,101880,6232.5,90000,Pensioner,4,XNA
338861,0,94500,536917.5,17874,463500,Pensioner,9,XNA
338862,0,126000,808650,29839.5,675000,Working,12,Self-employed
338863,0,288000,625536,32067,540000,Working,17,Other
338864,0,112500,130320,13684.5,112500,Working,9,Trade: type 3
338865,0,247500,457717.5,36162,414000,Commercial associate,15,Self-employed
338866,0,315000,808650,26086.5,675000,State servant,8,Security Ministries
338867,0,202500,1125000,43722,1125000,Commercial associate,18,Business Entity Type 3
338868,0,90000,1096020,56092.5,900000,Pensioner,6,XNA
338869,0,225000,954864,28048.5,684000,Commercial associate,11,Other
338870,0,360000,263686.5,15268.5,238500,Commercial associate,16,Government
338871,0,99000,315000,14683.5,315000,Commercial associate,17,Business Entity Type 3
338873,0,90000,227520,12834,180000,Pensioner,11,XNA
338875,0,369000,1125000,33025.5,1125000,Commercial associate,16,Business Entity Type 3
338876,0,180000,1223010,48631.5,1125000,Commercial associate,5,Business Entity Type 3
338877,1,225000,432567,29389.5,328500,Working,14,Construction
338879,0,135000,1125000,33025.5,1125000,Working,10,Business Entity Type 1
338880,0,225000,988191,39321,909000,Working,16,Medicine
338881,0,135000,270000,13500,270000,Commercial associate,13,Business Entity Type 3
338882,0,306000,592560,31153.5,450000,Working,5,Business Entity Type 3
338883,0,180000,981162,28687.5,819000,Pensioner,9,XNA
338884,0,157500,781920,28215,675000,Pensioner,12,XNA
338885,0,157500,646920,20866.5,540000,Working,4,Business Entity Type 3
338886,0,315000,790830,62613,675000,Commercial associate,13,Kindergarten
338887,0,148500,1223010,51948,1125000,Working,10,Self-employed
338888,0,193500,857169,25191,715500,Commercial associate,10,Business Entity Type 2
338889,1,202500,497520,36184.5,450000,Working,17,Business Entity Type 2
338890,0,180000,697500,27792,697500,Commercial associate,10,Government
338891,0,202500,1336608,48141,1080000,Commercial associate,17,Housing
338892,0,90000,654498,27859.5,585000,Pensioner,15,XNA
338893,0,81000,629325,26793,562500,Pensioner,9,XNA
338894,0,360000,1125000,32895,1125000,Working,8,Industry: type 11
338897,0,90000,901813.5,29934,778500,State servant,12,Medicine
338898,0,135000,1130548.5,40738.5,913500,Working,5,Business Entity Type 3
338899,0,135000,161505,13990.5,130500,Working,5,Business Entity Type 3
338900,0,202500,911263.5,36270,814500,Pensioner,10,XNA
338901,1,270000,430582.5,21073.5,355500,Working,11,Business Entity Type 3
338902,0,135000,517500,29025,517500,Working,7,Trade: type 3
338903,0,180000,552555,17347.5,477000,Pensioner,14,XNA
338905,0,112500,755856,27279,652500,Working,14,Business Entity Type 2
338906,0,315000,481495.5,35239.5,454500,Working,18,Business Entity Type 3
338907,0,112500,315000,21181.5,315000,Working,9,Medicine
338908,0,270000,450000,27324,450000,Working,12,Business Entity Type 3
338909,0,202500,735525,42223.5,665271,Pensioner,11,XNA
338910,0,225000,922716,48829.5,855000,Commercial associate,17,Business Entity Type 2
338911,0,67500,127350,12532.5,112500,Commercial associate,9,Other
338912,0,90000,544491,21226.5,454500,Working,10,Medicine
338913,0,135000,247275,19548,225000,Working,13,Business Entity Type 3
338914,0,315000,855000,37791,855000,Pensioner,13,XNA
338915,0,135000,1386265.5,40662,1210500,Pensioner,14,XNA
338916,0,259200,1800000,49630.5,1800000,Pensioner,12,XNA
338917,0,315000,760225.5,30280.5,679500,Commercial associate,15,Business Entity Type 3
338918,0,67500,258709.5,25717.5,234000,Working,11,Business Entity Type 3
338919,0,90000,319981.5,12190.5,243000,Working,11,Other
338921,0,427500,732834,49104,625500,State servant,10,Police
338922,0,180000,675000,32472,675000,Working,13,Medicine
338923,0,157500,1237684.5,47142,1138500,Commercial associate,17,Other
338924,0,427500,1129500,47853,1129500,Pensioner,13,XNA
338925,0,99000,239850,23494.5,225000,Pensioner,11,XNA
338926,0,135000,593010,19260,495000,Pensioner,13,XNA
338927,0,112500,263686.5,15268.5,238500,Pensioner,11,XNA
338928,0,112500,438084,29407.5,387000,Pensioner,8,XNA
338929,0,135000,168102,18234,148500,Working,12,Self-employed
338930,1,157500,440784,34956,360000,Pensioner,9,XNA
338932,0,153000,1125000,33025.5,1125000,Working,16,School
338933,0,90000,299772,10894.5,247500,Pensioner,10,XNA
338934,0,121500,592560,32274,450000,Working,11,Trade: type 7
338935,0,180000,942300,24984,675000,State servant,13,Other
338936,0,202500,781920,33259.5,675000,State servant,16,School
338937,0,171000,900000,46084.5,900000,Working,13,Industry: type 11
338939,0,342000,710640,84465,675000,Working,10,Self-employed
338940,0,166500,900000,31887,900000,Working,11,Other
338941,0,148500,90000,10809,90000,Working,13,Self-employed
338942,0,112500,269550,18364.5,225000,Working,17,Business Entity Type 1
338943,0,247500,1515415.5,40104,1354500,Commercial associate,16,School
338944,1,157500,781920,42547.5,675000,Working,9,Business Entity Type 3
338945,0,135000,1113840,47322,900000,State servant,14,Government
338946,0,180000,584766,23319,472500,Working,15,School
338947,0,157500,1223010,51948,1125000,State servant,12,Kindergarten
338948,1,112500,315000,19165.5,315000,Working,12,Other
338949,1,157500,1546020,45333,1350000,State servant,10,Government
338950,0,135000,239850,23494.5,225000,Pensioner,16,XNA
338951,0,292500,1154565,38286,945000,State servant,19,Government
338952,0,166500,765261,30478.5,684000,Pensioner,8,XNA
338953,0,90000,193500,10260,193500,State servant,14,Medicine
338954,0,270000,585000,29250,585000,Commercial associate,15,Transport: type 4
338956,0,270000,755190,38686.5,675000,State servant,7,School
338957,0,121500,388512,30636,360000,Working,10,Business Entity Type 3
338958,0,112500,1288350,37800,1125000,Working,8,University
338959,0,333000,317178,25560,283500,Pensioner,13,XNA
338960,0,135000,305365.5,14818.5,207000,Commercial associate,9,Business Entity Type 3
338961,0,202500,491031,33075,463500,Pensioner,12,XNA
338963,0,247500,874363.5,38646,706500,Working,12,Restaurant
338964,0,135000,585000,17235,585000,State servant,5,School
338965,1,49500,755190,40968,675000,Working,14,Military
338966,0,112500,225000,13045.5,225000,Pensioner,11,XNA
338967,0,135000,180000,14350.5,180000,Working,13,Business Entity Type 3
338968,0,202500,938304,31009.5,810000,Working,12,Business Entity Type 3
338970,0,450000,447768,45319.5,405000,Working,17,Business Entity Type 3
338971,0,225000,450000,22500,450000,Commercial associate,11,Insurance
338972,0,157500,396706.5,31342.5,324000,Commercial associate,9,Agriculture
338973,0,112500,135000,6750,135000,Working,9,Business Entity Type 3
338974,0,171000,450000,13644,450000,Pensioner,11,XNA
338975,0,270000,248760,26248.5,225000,State servant,9,Military
338977,0,144000,508495.5,24592.5,454500,Commercial associate,11,Industry: type 3
338978,0,112500,473760,46858.5,450000,Working,9,Self-employed
338979,1,225000,450000,35685,450000,Commercial associate,13,Self-employed
338980,0,225000,1125000,36423,1125000,Working,10,Self-employed
338981,0,202500,703728,22999.5,607500,State servant,12,Security Ministries
338982,1,238500,459000,17140.5,459000,Working,12,Transport: type 4
338983,0,270000,1006920,40063.5,900000,Commercial associate,6,Business Entity Type 3
338984,0,135000,906228,36067.5,810000,Pensioner,13,XNA
338985,0,270000,900000,45000,900000,Working,13,Business Entity Type 1
338986,0,99000,675000,19737,675000,Pensioner,13,XNA
338987,0,58500,167895,17941.5,157500,Working,6,Business Entity Type 3
338988,0,225000,315000,21924,315000,Working,15,School
338989,1,67500,343800,16155,225000,Working,9,Security
338990,0,270000,891000,48465,891000,Working,16,Business Entity Type 3
338991,0,270000,601470,25614,450000,Working,15,Business Entity Type 1
338992,1,121500,292500,23238,292500,Working,13,Services
338993,0,157500,485640,38938.5,450000,Working,16,Self-employed
338995,1,67500,343800,16155,225000,Working,13,Restaurant
338996,0,144000,157500,7875,157500,Working,15,Government
338997,1,256500,1546020,45333,1350000,Commercial associate,15,Trade: type 7
338998,0,90000,590337,23539.5,477000,Pensioner,10,XNA
338999,0,90000,215640,17064,180000,Working,13,Business Entity Type 3
339000,0,333000,1058148,54027,855000,State servant,9,Military
339001,0,225000,643500,28476,643500,Working,14,Industry: type 1
339002,0,135000,382500,19125,382500,Commercial associate,11,Business Entity Type 3
339003,0,90000,728460,40675.5,675000,Working,12,Self-employed
339004,0,112500,807984,27747,697500,Pensioner,11,XNA
339005,0,135000,295668,13914,193500,Working,11,Business Entity Type 3
339006,0,112500,177903,9211.5,148500,Working,11,Business Entity Type 3
339007,0,90000,219870,13414.5,157500,Commercial associate,11,Trade: type 7
339008,0,202500,225000,24363,225000,Working,15,Business Entity Type 3
339009,0,225000,881055,59247,787500,Commercial associate,13,Business Entity Type 3
339010,0,1125000,188685,13419,157500,Working,17,Construction
339012,0,81000,305221.5,14359.5,252000,Commercial associate,14,Trade: type 3
339013,0,360000,495882,33268.5,405000,Commercial associate,13,Business Entity Type 3
339015,0,45000,50940,5476.5,45000,Working,13,Business Entity Type 3
339016,0,90000,695439,22432.5,580500,Working,14,Business Entity Type 3
339019,0,103500,808650,26217,675000,Working,13,Business Entity Type 3
339020,0,405000,675000,50598,675000,Commercial associate,9,Business Entity Type 3
339021,0,90000,225000,22383,225000,Working,15,Security
339022,0,202500,180000,18571.5,180000,Working,9,Self-employed
339023,0,54000,156384,16969.5,135000,Working,14,Agriculture
339024,0,202500,825588,44113.5,765000,State servant,18,Government
339025,0,171000,463554,31108.5,409500,Working,11,Self-employed
339026,0,135000,443088,21447,382500,Pensioner,7,XNA
339027,0,126000,452385,17181,373500,Working,14,Self-employed
339028,0,144000,182016,11979,144000,Commercial associate,13,Self-employed
339029,1,180000,545040,19705.5,450000,Working,8,Industry: type 2
339031,0,202500,828000,44244,828000,Commercial associate,9,Self-employed
339032,0,202500,573628.5,29457,463500,State servant,11,Medicine
339033,0,126000,337500,16875,,Working,10,Government
339034,0,220500,592560,35937,450000,Working,10,Transport: type 2
339035,0,112500,247275,19822.5,225000,Working,12,Other
339036,1,90000,566055,18256.5,472500,Commercial associate,9,Self-employed
339037,0,121500,835380,40320,675000,Commercial associate,7,Self-employed
339039,0,180000,512410.5,32877,418500,Working,11,Housing
339040,0,247500,835605,24561,697500,Working,10,Industry: type 12
339041,0,112500,675000,34596,675000,Working,13,Business Entity Type 3
339042,0,54000,71955,7137,67500,Pensioner,11,XNA
339043,0,90000,254700,24939,225000,Pensioner,14,XNA
339044,1,112500,180000,9000,180000,Working,16,Trade: type 2
339045,1,90000,808650,22365,675000,Working,16,Self-employed
339046,0,67500,180000,9000,180000,Working,14,Industry: type 7
339047,0,180000,481495.5,32071.5,454500,Pensioner,17,XNA
339048,0,202500,422892,24277.5,382500,Commercial associate,16,Transport: type 4
339049,0,180000,863226,32121,697500,Commercial associate,9,School
339050,0,171000,180000,9000,180000,Working,11,Industry: type 11
339051,0,40500,753840,22041,540000,Commercial associate,14,Self-employed
339052,0,90000,450000,21888,450000,Commercial associate,17,Government
339053,0,81000,227520,18103.5,180000,Working,11,Transport: type 2
339054,0,76500,970380,28503,810000,Pensioner,6,XNA
339055,0,225000,495000,24750,495000,Working,15,Self-employed
339056,0,99000,135000,6750,135000,State servant,13,Postal
339057,0,90000,225000,13725,225000,Working,14,Security
339058,0,117000,180000,15448.5,180000,Commercial associate,14,School
339059,0,247500,1099350,32274,787500,Commercial associate,11,Hotel
339061,0,81000,288873,18936,238500,Commercial associate,7,Business Entity Type 3
339062,0,360000,1260000,42349.5,1260000,Working,14,Business Entity Type 2
339063,0,72000,225000,7317,225000,Pensioner,10,XNA
339064,0,67500,90000,9351,90000,Working,9,Business Entity Type 3
339065,0,157500,450000,27193.5,450000,Commercial associate,14,Business Entity Type 3
339066,0,337500,808650,29839.5,675000,Working,10,Business Entity Type 3
339067,0,121500,301500,23949,301500,State servant,13,Kindergarten
339068,0,360000,1350000,67500,1350000,Commercial associate,15,Business Entity Type 3
339069,0,157500,1029658.5,34159.5,922500,Pensioner,11,XNA
339070,0,292500,338314.5,19552.5,306000,Pensioner,10,XNA
339071,0,202500,472500,33016.5,472500,Pensioner,13,XNA
339072,0,90000,254700,23697,225000,Working,18,Government
339073,0,180000,450000,27193.5,450000,Working,11,Self-employed
339074,0,202500,1629000,42970.5,1629000,Commercial associate,14,Business Entity Type 3
339075,0,157500,360000,16911,360000,Commercial associate,9,Medicine
339076,0,279000,794173.5,33777,697500,State servant,13,Other
339077,0,112500,405000,22099.5,405000,Commercial associate,16,Self-employed
339078,0,135000,1006920,39933,900000,Commercial associate,19,Business Entity Type 3
339080,0,225000,1345500,49990.5,1345500,Commercial associate,20,Trade: type 7
339081,0,112500,135000,7537.5,135000,Pensioner,13,XNA
339083,0,202500,1170000,34209,1170000,Commercial associate,8,Security
339084,0,135000,659610,21406.5,472500,Working,11,Business Entity Type 3
339085,0,108000,966645,41085,864000,State servant,18,Kindergarten
339086,0,270000,808650,26217,675000,Working,13,Self-employed
339087,0,157500,1006920,39933,900000,Working,17,Trade: type 7
339088,1,540000,1255680,45234,1125000,Commercial associate,12,Business Entity Type 3
339089,0,157500,364896,19795.5,315000,Commercial associate,14,Business Entity Type 3
339090,0,157500,625536,40108.5,540000,Commercial associate,17,Business Entity Type 3
339091,0,315000,257391,18432,238500,Pensioner,5,XNA
339092,0,90000,356580,35397,315000,Working,8,Business Entity Type 3
339093,0,225000,512145,26280,427500,Working,10,Business Entity Type 3
339094,0,180000,254700,26874,225000,Commercial associate,11,Business Entity Type 3
339095,0,49500,233208,13149,184500,Pensioner,14,XNA
339096,0,112500,779688,39937.5,630000,Working,14,Industry: type 3
339097,0,90000,270000,7735.5,270000,Working,13,Self-employed
339098,0,157500,679500,30703.5,679500,Working,17,Medicine
339100,0,202500,971280,51876,900000,Working,5,Military
339101,1,135000,331632,35847,315000,Working,8,Business Entity Type 3
339102,0,166500,604152,39060,540000,Working,16,University
339104,0,202500,283585.5,31995,256500,Working,15,Business Entity Type 3
339106,1,157500,1442952,39811.5,1260000,Working,17,Medicine
339108,0,112500,539100,26064,450000,Pensioner,12,XNA
339109,0,58500,58500,5697,58500,Pensioner,4,XNA
339110,0,126000,268659,26302.5,243000,Pensioner,10,XNA
339111,0,81000,585000,24916.5,585000,Working,17,Self-employed
339112,0,220500,1288350,37800,1125000,State servant,15,Medicine
339113,1,112500,450000,29299.5,450000,Working,10,Business Entity Type 3
339114,0,157500,728460,38938.5,675000,Working,7,Police
339115,0,112500,508495.5,21672,454500,Working,11,Self-employed
339116,0,135000,552555,35442,477000,Working,10,Business Entity Type 3
339117,0,144000,679500,19998,679500,Pensioner,15,XNA
339118,0,157500,1305000,51754.5,1305000,Working,10,Housing
339119,1,90000,521280,35392.5,450000,State servant,11,Medicine
339120,0,54000,380533.5,16893,328500,Pensioner,13,XNA
339122,0,139500,234369,14337,193500,State servant,6,Medicine
339123,0,153000,495000,30411,495000,Working,13,Transport: type 4
339124,0,189000,675000,28728,675000,Working,10,Self-employed
339125,0,180000,279000,7488,279000,Commercial associate,17,Self-employed
339126,0,81000,781920,28215,675000,Pensioner,15,XNA
339127,1,157500,384048,18810,270000,Working,14,School
339128,0,290250,957033,53568,904500,Working,10,Transport: type 4
339129,0,180000,342000,22986,342000,Working,9,Business Entity Type 3
